event_id,meeting_date,central_bank,event_type,source,n_sentences,n_hawk,n_dove,n_neutral,n_stance,bert_score,bert_label,n_sentences_fwd,n_hawk_fwd,n_dove_fwd,n_stance_fwd,bert_score_fwd,bert_label_fwd
fomc_presconf_20190918,2019-09-18,FOMC,press_conference,fomc_press_conferences,316,38,76,202,114,-0.3064516129032258,dovish,98,15,27,42,-0.23076923076923078,dovish
fomc_presconf_20191030,2019-10-30,FOMC,press_conference,fomc_press_conferences,285,47,67,171,114,-0.16129032258064516,dovish,88,15,18,33,-0.06976744186046512,dovish
fomc_presconf_20191211,2019-12-11,FOMC,press_conference,fomc_press_conferences,347,48,79,220,127,-0.22627737226277372,dovish,85,14,20,34,-0.13636363636363635,dovish
fomc_presconf_20200129,2020-01-29,FOMC,press_conference,fomc_press_conferences,350,47,53,250,100,-0.05454545454545454,dovish,96,12,18,30,-0.15,dovish
fomc_presconf_20200303,2020-03-03,FOMC,press_conference,fomc_press_conferences,92,13,14,65,27,-0.02702702702702703,neutral,36,9,6,15,0.12,hawkish
fomc_presconf_20200315,2020-03-15,FOMC,press_conference,fomc_press_conferences,248,33,51,164,84,-0.19148936170212766,dovish,71,10,22,32,-0.2857142857142857,dovish
fomc_presconf_20200429,2020-04-29,FOMC,press_conference,fomc_press_conferences,312,39,94,179,133,-0.38461538461538464,dovish,91,10,30,40,-0.4,dovish
fomc_presconf_20200610,2020-06-10,FOMC,press_conference,fomc_press_conferences,393,41,107,245,148,-0.4177215189873418,dovish,101,11,30,41,-0.37254901960784315,dovish
fomc_presconf_20200729,2020-07-29,FOMC,press_conference,fomc_press_conferences,411,44,103,264,147,-0.37579617834394907,dovish,77,8,26,34,-0.4090909090909091,dovish
fomc_presconf_20200916,2020-09-16,FOMC,press_conference,fomc_press_conferences,419,57,90,272,147,-0.21019108280254778,dovish,128,24,42,66,-0.23684210526315788,dovish
fomc_presconf_20201105,2020-11-05,FOMC,press_conference,fomc_press_conferences,312,31,94,187,125,-0.4666666666666667,dovish,79,9,26,35,-0.37777777777777777,dovish
fomc_presconf_20201216,2020-12-16,FOMC,press_conference,fomc_press_conferences,432,57,99,276,156,-0.25301204819277107,dovish,108,16,32,48,-0.27586206896551724,dovish
fomc_presconf_20210127,2021-01-27,FOMC,press_conference,fomc_press_conferences,358,46,86,226,132,-0.28169014084507044,dovish,78,13,26,39,-0.2653061224489796,dovish
fomc_presconf_20210317,2021-03-17,FOMC,press_conference,fomc_press_conferences,424,61,77,286,138,-0.10810810810810811,dovish,112,24,24,48,0,neutral
fomc_presconf_20210428,2021-04-28,FOMC,press_conference,fomc_press_conferences,394,46,87,261,133,-0.2867132867132867,dovish,131,17,32,49,-0.2542372881355932,dovish
fomc_presconf_20210616,2021-06-16,FOMC,press_conference,fomc_press_conferences,383,65,77,241,142,-0.07894736842105263,dovish,137,22,32,54,-0.15625,dovish
fomc_presconf_20210728,2021-07-28,FOMC,press_conference,fomc_press_conferences,359,45,68,246,113,-0.18699186991869918,dovish,91,19,24,43,-0.09433962264150944,dovish
fomc_presconf_20210922,2021-09-22,FOMC,press_conference,fomc_press_conferences,332,55,66,211,121,-0.08396946564885496,dovish,84,20,23,43,-0.05660377358490566,dovish
fomc_presconf_20211103,2021-11-03,FOMC,press_conference,fomc_press_conferences,276,31,58,187,89,-0.2727272727272727,dovish,83,11,23,34,-0.2727272727272727,dovish
fomc_presconf_20211215,2021-12-15,FOMC,press_conference,fomc_press_conferences,340,56,58,226,114,-0.016129032258064516,neutral,105,16,30,46,-0.25,dovish
fomc_presconf_20220126,2022-01-26,FOMC,press_conference,fomc_press_conferences,415,70,89,256,159,-0.11242603550295859,dovish,127,23,33,56,-0.15151515151515152,dovish
fomc_presconf_20220316,2022-03-16,FOMC,press_conference,fomc_press_conferences,343,81,86,176,167,-0.02824858757062147,neutral,112,34,25,59,0.13043478260869565,hawkish
fomc_presconf_20220504,2022-05-04,FOMC,press_conference,fomc_press_conferences,348,73,70,205,143,0.0196078431372549,neutral,77,19,14,33,0.11627906976744186,hawkish
fomc_presconf_20220615,2022-06-15,FOMC,press_conference,fomc_press_conferences,390,77,88,225,165,-0.06285714285714286,dovish,100,27,27,54,0,neutral
fomc_presconf_20220727,2022-07-27,FOMC,press_conference,fomc_press_conferences,374,62,92,220,154,-0.18292682926829268,dovish,87,19,22,41,-0.058823529411764705,dovish
fomc_presconf_20220921,2022-09-21,FOMC,press_conference,fomc_press_conferences,261,53,71,137,124,-0.13432835820895522,dovish,83,23,23,46,0,neutral
fomc_presconf_20221102,2022-11-02,FOMC,press_conference,fomc_press_conferences,323,66,67,190,133,-0.006993006993006993,neutral,90,18,22,40,-0.08,dovish
fomc_presconf_20221214,2022-12-14,FOMC,press_conference,fomc_press_conferences,362,70,89,203,159,-0.11242603550295859,dovish,103,21,26,47,-0.08771929824561403,dovish
fomc_presconf_20230201,2023-02-01,FOMC,press_conference,fomc_press_conferences,336,57,79,200,136,-0.1506849315068493,dovish,105,23,29,52,-0.0967741935483871,dovish
fomc_presconf_20230322,2023-03-22,FOMC,press_conference,fomc_press_conferences,250,40,51,159,91,-0.10891089108910891,dovish,74,16,17,33,-0.023255813953488372,neutral
fomc_presconf_20230503,2023-05-03,FOMC,press_conference,fomc_press_conferences,367,52,73,242,125,-0.15555555555555556,dovish,85,12,22,34,-0.22727272727272727,dovish
fomc_presconf_20230614,2023-06-14,FOMC,press_conference,fomc_press_conferences,302,41,67,194,108,-0.22033898305084745,dovish,85,18,23,41,-0.09803921568627451,dovish
fomc_presconf_20230726,2023-07-26,FOMC,press_conference,fomc_press_conferences,306,59,76,171,135,-0.11724137931034483,dovish,84,18,24,42,-0.11538461538461539,dovish
fomc_presconf_20230920,2023-09-20,FOMC,press_conference,fomc_press_conferences,367,62,73,232,135,-0.07586206896551724,dovish,84,15,24,39,-0.1836734693877551,dovish
fomc_presconf_20231101,2023-11-01,FOMC,press_conference,fomc_press_conferences,338,59,66,213,125,-0.05185185185185185,dovish,75,17,19,36,-0.043478260869565216,neutral
fomc_presconf_20231213,2023-12-13,FOMC,press_conference,fomc_press_conferences,265,40,56,169,96,-0.1509433962264151,dovish,78,14,18,32,-0.09523809523809523,dovish
fomc_presconf_20240131,2024-01-31,FOMC,press_conference,fomc_press_conferences,344,44,82,218,126,-0.27941176470588236,dovish,74,4,17,21,-0.41935483870967744,dovish
fomc_presconf_20240320,2024-03-20,FOMC,press_conference,fomc_press_conferences,303,36,78,189,114,-0.3387096774193548,dovish,71,8,26,34,-0.4090909090909091,dovish
fomc_presconf_20240501,2024-05-01,FOMC,press_conference,fomc_press_conferences,336,46,73,217,119,-0.20930232558139536,dovish,89,13,29,42,-0.3076923076923077,dovish
fomc_presconf_20240612,2024-06-12,FOMC,press_conference,fomc_press_conferences,380,62,78,240,140,-0.10666666666666667,dovish,83,13,15,28,-0.05263157894736842,dovish
fomc_presconf_20240731,2024-07-31,FOMC,press_conference,fomc_press_conferences,339,43,70,226,113,-0.21951219512195122,dovish,65,5,20,25,-0.42857142857142855,dovish
fomc_presconf_20240918,2024-09-18,FOMC,press_conference,fomc_press_conferences,359,42,91,226,133,-0.34265734265734266,dovish,81,4,22,26,-0.5,dovish
fomc_presconf_20241107,2024-11-07,FOMC,press_conference,fomc_press_conferences,282,38,68,176,106,-0.25862068965517243,dovish,65,12,18,30,-0.15,dovish
fomc_presconf_20241218,2024-12-18,FOMC,press_conference,fomc_press_conferences,400,48,110,242,158,-0.36904761904761907,dovish,106,17,34,51,-0.2786885245901639,dovish
fomc_presconf_20250129,2025-01-29,FOMC,press_conference,fomc_press_conferences,308,43,40,225,83,0.03225806451612903,neutral,48,10,8,18,0.07142857142857142,hawkish
fomc_presconf_20250319,2025-03-19,FOMC,press_conference,fomc_press_conferences,384,35,57,292,92,-0.21568627450980393,dovish,85,6,15,21,-0.2903225806451613,dovish
fomc_presconf_20250507,2025-05-07,FOMC,press_conference,fomc_press_conferences,374,31,71,272,102,-0.35714285714285715,dovish,70,11,14,25,-0.08571428571428572,dovish
fomc_presconf_20250618,2025-06-18,FOMC,press_conference,fomc_press_conferences,372,38,64,270,102,-0.23214285714285715,dovish,89,7,14,21,-0.22580645161290322,dovish
fomc_presconf_20250730,2025-07-30,FOMC,press_conference,fomc_press_conferences,331,28,48,255,76,-0.23255813953488372,dovish,57,5,11,16,-0.23076923076923078,dovish
fomc_presconf_20250917,2025-09-17,FOMC,press_conference,fomc_press_conferences,368,31,95,242,126,-0.47058823529411764,dovish,90,10,24,34,-0.3181818181818182,dovish
fomc_presconf_20251029,2025-10-29,FOMC,press_conference,fomc_press_conferences,342,38,76,228,114,-0.3064516129032258,dovish,86,11,27,38,-0.3333333333333333,dovish
fomc_presconf_20251210,2025-12-10,FOMC,press_conference,fomc_press_conferences,404,54,67,283,121,-0.09923664122137404,dovish,83,14,13,27,0.02702702702702703,neutral
fomc_presconf_20260128,2026-01-28,FOMC,press_conference,fomc_press_conferences,293,30,53,210,83,-0.24731182795698925,dovish,45,7,6,13,0.043478260869565216,neutral
fomc_presconf_20260318,2026-03-18,FOMC,press_conference,fomc_press_conferences,299,36,47,216,83,-0.11827956989247312,dovish,66,5,11,16,-0.23076923076923078,dovish
