event_id,meeting_date,central_bank,event_type,source,n_sentences,n_hawk,n_dove,n_neutral,n_stance,bert_score,bert_label,n_sentences_fwd,n_hawk_fwd,n_dove_fwd,n_stance_fwd,bert_score_fwd,bert_label_fwd
ecb_stmt_20031204,2003-12-04,ECB,statement,ecb_statements,3,0,0,3,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20040108,2004-01-08,ECB,statement,ecb_statements,3,0,0,3,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20040205,2004-02-05,ECB,statement,ecb_statements,3,0,0,3,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20040304,2004-03-04,ECB,statement,ecb_statements,3,0,0,3,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20040401,2004-04-01,ECB,statement,ecb_statements,3,0,0,3,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20040506,2004-05-06,ECB,statement,ecb_statements,4,0,0,4,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20040603,2004-06-03,ECB,statement,ecb_statements,3,0,0,3,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20040701,2004-07-01,ECB,statement,ecb_statements,3,0,0,3,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20040805,2004-08-05,ECB,statement,ecb_statements,2,0,0,2,0,0,neutral,1,0,0,0,0,neutral
ecb_stmt_20040902,2004-09-02,ECB,statement,ecb_statements,3,0,0,3,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20041007,2004-10-07,ECB,statement,ecb_statements,3,0,0,3,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20041104,2004-11-04,ECB,statement,ecb_statements,3,0,0,3,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20041202,2004-12-02,ECB,statement,ecb_statements,3,0,0,3,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20050113,2005-01-13,ECB,statement,ecb_statements,3,0,0,3,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20050203,2005-02-03,ECB,statement,ecb_statements,3,0,0,3,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20050303,2005-03-03,ECB,statement,ecb_statements,4,0,0,4,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20050407,2005-04-07,ECB,statement,ecb_statements,4,0,0,4,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20050504,2005-05-04,ECB,statement,ecb_statements,5,0,0,5,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20050602,2005-06-02,ECB,statement,ecb_statements,4,0,0,4,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20050707,2005-07-07,ECB,statement,ecb_statements,4,0,0,4,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20050804,2005-08-04,ECB,statement,ecb_statements,4,0,0,4,0,0,neutral,0,0,0,0,NA,neutral
ecb_stmt_20050901,2005-09-01,ECB,statement,ecb_statements,3,0,0,3,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20051006,2005-10-06,ECB,statement,ecb_statements,5,0,0,5,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20051103,2005-11-03,ECB,statement,ecb_statements,4,0,0,4,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20051201,2005-12-01,ECB,statement,ecb_statements,3,0,0,3,0,0,neutral,1,0,0,0,0,neutral
ecb_stmt_20060112,2006-01-12,ECB,statement,ecb_statements,4,0,0,4,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20060202,2006-02-02,ECB,statement,ecb_statements,4,0,0,4,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20060302,2006-03-02,ECB,statement,ecb_statements,3,0,0,3,0,0,neutral,1,0,0,0,0,neutral
ecb_stmt_20060406,2006-04-06,ECB,statement,ecb_statements,4,0,0,4,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20060504,2006-05-04,ECB,statement,ecb_statements,4,0,0,4,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20060608,2006-06-08,ECB,statement,ecb_statements,4,0,0,4,0,0,neutral,1,0,0,0,0,neutral
ecb_stmt_20060706,2006-07-06,ECB,statement,ecb_statements,4,0,0,4,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20060803,2006-08-03,ECB,statement,ecb_statements,4,0,0,4,0,0,neutral,1,0,0,0,0,neutral
ecb_stmt_20061005,2006-10-05,ECB,statement,ecb_statements,4,0,0,4,0,0,neutral,1,0,0,0,0,neutral
ecb_stmt_20061102,2006-11-02,ECB,statement,ecb_statements,5,0,0,5,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20061207,2006-12-07,ECB,statement,ecb_statements,4,0,0,4,0,0,neutral,1,0,0,0,0,neutral
ecb_stmt_20070111,2007-01-11,ECB,statement,ecb_statements,5,0,0,5,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20070208,2007-02-08,ECB,statement,ecb_statements,5,0,0,5,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20070308,2007-03-08,ECB,statement,ecb_statements,4,0,0,4,0,0,neutral,1,0,0,0,0,neutral
ecb_stmt_20070412,2007-04-12,ECB,statement,ecb_statements,5,0,0,5,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20070510,2007-05-10,ECB,statement,ecb_statements,5,0,0,5,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20070606,2007-06-06,ECB,statement,ecb_statements,4,0,0,4,0,0,neutral,1,0,0,0,0,neutral
ecb_stmt_20070705,2007-07-05,ECB,statement,ecb_statements,5,0,0,5,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20070802,2007-08-02,ECB,statement,ecb_statements,3,0,0,3,0,0,neutral,1,0,0,0,0,neutral
ecb_stmt_20070906,2007-09-06,ECB,statement,ecb_statements,5,0,0,5,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20071004,2007-10-04,ECB,statement,ecb_statements,5,0,0,5,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20071108,2007-11-08,ECB,statement,ecb_statements,5,0,0,5,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20071206,2007-12-06,ECB,statement,ecb_statements,5,0,0,5,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20080110,2008-01-10,ECB,statement,ecb_statements,5,0,0,5,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20080207,2008-02-07,ECB,statement,ecb_statements,5,0,0,5,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20080306,2008-03-06,ECB,statement,ecb_statements,5,0,0,5,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20080410,2008-04-10,ECB,statement,ecb_statements,5,0,0,5,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20080508,2008-05-08,ECB,statement,ecb_statements,5,0,0,5,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20080605,2008-06-05,ECB,statement,ecb_statements,5,0,0,5,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20080703,2008-07-03,ECB,statement,ecb_statements,4,0,0,4,0,0,neutral,1,0,0,0,0,neutral
ecb_stmt_20080807,2008-08-07,ECB,statement,ecb_statements,5,0,0,5,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20080904,2008-09-04,ECB,statement,ecb_statements,5,0,0,5,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20081002,2008-10-02,ECB,statement,ecb_statements,5,0,0,5,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20081008,2008-10-08,ECB,statement,ecb_statements,11,1,8,2,9,-0.3684210526315789,dovish,3,0,3,3,-0.23076923076923078,dovish
ecb_stmt_20081015,2008-10-15,ECB,statement,ecb_statements,10,1,0,9,1,0.09090909090909091,hawkish,8,1,0,1,0.09090909090909091,hawkish
ecb_stmt_20081106,2008-11-06,ECB,statement,ecb_statements,4,0,0,4,0,0,neutral,1,0,0,0,0,neutral
ecb_stmt_20081204,2008-12-04,ECB,statement,ecb_statements,4,0,0,4,0,0,neutral,1,0,0,0,0,neutral
ecb_stmt_20090115,2009-01-15,ECB,statement,ecb_statements,5,0,0,5,0,0,neutral,1,0,0,0,0,neutral
ecb_stmt_20090205,2009-02-05,ECB,statement,ecb_statements,5,0,0,5,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20090305,2009-03-05,ECB,statement,ecb_statements,4,0,0,4,0,0,neutral,1,0,0,0,0,neutral
ecb_stmt_20090402,2009-04-02,ECB,statement,ecb_statements,4,0,0,4,0,0,neutral,1,0,0,0,0,neutral
ecb_stmt_20090507,2009-05-07,ECB,statement,ecb_statements,4,0,0,4,0,0,neutral,1,0,0,0,0,neutral
ecb_stmt_20090604,2009-06-04,ECB,statement,ecb_statements,5,0,0,5,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20090702,2009-07-02,ECB,statement,ecb_statements,5,0,0,5,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20090806,2009-08-06,ECB,statement,ecb_statements,5,0,0,5,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20090903,2009-09-03,ECB,statement,ecb_statements,5,0,0,5,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20091008,2009-10-08,ECB,statement,ecb_statements,5,0,0,5,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20091105,2009-11-05,ECB,statement,ecb_statements,5,0,0,5,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20091203,2009-12-03,ECB,statement,ecb_statements,5,0,0,5,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20100114,2010-01-14,ECB,statement,ecb_statements,5,0,0,5,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20100204,2010-02-04,ECB,statement,ecb_statements,5,0,0,5,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20100304,2010-03-04,ECB,statement,ecb_statements,5,0,0,5,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20100408,2010-04-08,ECB,statement,ecb_statements,5,0,0,5,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20100506,2010-05-06,ECB,statement,ecb_statements,5,0,0,5,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20100610,2010-06-10,ECB,statement,ecb_statements,5,0,0,5,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20100708,2010-07-08,ECB,statement,ecb_statements,5,0,0,5,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20100805,2010-08-05,ECB,statement,ecb_statements,5,0,0,5,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20100902,2010-09-02,ECB,statement,ecb_statements,5,0,0,5,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20101007,2010-10-07,ECB,statement,ecb_statements,5,0,0,5,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20101104,2010-11-04,ECB,statement,ecb_statements,5,0,0,5,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20101202,2010-12-02,ECB,statement,ecb_statements,5,0,0,5,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20110113,2011-01-13,ECB,statement,ecb_statements,4,0,0,4,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20110203,2011-02-03,ECB,statement,ecb_statements,4,0,0,4,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20110303,2011-03-03,ECB,statement,ecb_statements,4,0,0,4,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20110407,2011-04-07,ECB,statement,ecb_statements,3,0,0,3,0,0,neutral,1,0,0,0,0,neutral
ecb_stmt_20110505,2011-05-05,ECB,statement,ecb_statements,4,0,0,4,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20110609,2011-06-09,ECB,statement,ecb_statements,4,0,0,4,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20110707,2011-07-07,ECB,statement,ecb_statements,3,0,0,3,0,0,neutral,1,0,0,0,0,neutral
ecb_stmt_20110804,2011-08-04,ECB,statement,ecb_statements,4,0,0,4,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20110908,2011-09-08,ECB,statement,ecb_statements,4,0,0,4,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20111006,2011-10-06,ECB,statement,ecb_statements,4,0,0,4,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20111103,2011-11-03,ECB,statement,ecb_statements,3,0,0,3,0,0,neutral,1,0,0,0,0,neutral
ecb_stmt_20111208,2011-12-08,ECB,statement,ecb_statements,3,0,0,3,0,0,neutral,1,0,0,0,0,neutral
ecb_stmt_20120112,2012-01-12,ECB,statement,ecb_statements,4,0,0,4,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20120209,2012-02-09,ECB,statement,ecb_statements,4,0,0,4,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20120308,2012-03-08,ECB,statement,ecb_statements,4,0,0,4,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20120404,2012-04-04,ECB,statement,ecb_statements,4,0,0,4,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20120503,2012-05-03,ECB,statement,ecb_statements,4,0,0,4,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20120606,2012-06-06,ECB,statement,ecb_statements,4,0,0,4,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20120705,2012-07-05,ECB,statement,ecb_statements,3,0,0,3,0,0,neutral,1,0,0,0,0,neutral
ecb_stmt_20120802,2012-08-02,ECB,statement,ecb_statements,4,0,0,4,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20120906,2012-09-06,ECB,statement,ecb_statements,4,0,0,4,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20121004,2012-10-04,ECB,statement,ecb_statements,4,0,0,4,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20121108,2012-11-08,ECB,statement,ecb_statements,4,0,0,4,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20121206,2012-12-06,ECB,statement,ecb_statements,4,0,0,4,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20130110,2013-01-10,ECB,statement,ecb_statements,4,0,0,4,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20130207,2013-02-07,ECB,statement,ecb_statements,4,0,0,4,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20130307,2013-03-07,ECB,statement,ecb_statements,4,0,0,4,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20130404,2013-04-04,ECB,statement,ecb_statements,4,0,0,4,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20130502,2013-05-02,ECB,statement,ecb_statements,3,0,0,3,0,0,neutral,1,0,0,0,0,neutral
ecb_stmt_20130606,2013-06-06,ECB,statement,ecb_statements,4,0,0,4,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20130704,2013-07-04,ECB,statement,ecb_statements,4,0,0,4,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20130801,2013-08-01,ECB,statement,ecb_statements,4,0,0,4,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20130905,2013-09-05,ECB,statement,ecb_statements,3,0,0,3,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20131002,2013-10-02,ECB,statement,ecb_statements,3,0,0,3,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20131107,2013-11-07,ECB,statement,ecb_statements,2,0,0,2,0,0,neutral,1,0,0,0,0,neutral
ecb_stmt_20131205,2013-12-05,ECB,statement,ecb_statements,3,0,0,3,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20140109,2014-01-09,ECB,statement,ecb_statements,4,0,0,4,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20140206,2014-02-06,ECB,statement,ecb_statements,3,0,0,3,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20140306,2014-03-06,ECB,statement,ecb_statements,3,0,0,3,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20140403,2014-04-03,ECB,statement,ecb_statements,3,0,0,3,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20140508,2014-05-08,ECB,statement,ecb_statements,3,0,0,3,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20140605,2014-06-05,ECB,statement,ecb_statements,4,1,0,3,1,0.09090909090909091,hawkish,2,1,0,1,0.09090909090909091,hawkish
ecb_stmt_20140703,2014-07-03,ECB,statement,ecb_statements,3,0,0,3,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20140807,2014-08-07,ECB,statement,ecb_statements,3,0,0,3,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20140904,2014-09-04,ECB,statement,ecb_statements,2,0,0,2,0,0,neutral,1,0,0,0,0,neutral
ecb_stmt_20141002,2014-10-02,ECB,statement,ecb_statements,3,0,0,3,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20141106,2014-11-06,ECB,statement,ecb_statements,3,0,0,3,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20141204,2014-12-04,ECB,statement,ecb_statements,3,0,0,3,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20150122,2015-01-22,ECB,statement,ecb_statements,3,0,0,3,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20150305,2015-03-05,ECB,statement,ecb_statements,3,0,0,3,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20150415,2015-04-15,ECB,statement,ecb_statements,2,0,0,2,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20150603,2015-06-03,ECB,statement,ecb_statements,4,0,0,4,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20150716,2015-07-16,ECB,statement,ecb_statements,4,0,0,4,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20150903,2015-09-03,ECB,statement,ecb_statements,4,0,0,4,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20151022,2015-10-22,ECB,statement,ecb_statements,4,0,0,4,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20151203,2015-12-03,ECB,statement,ecb_statements,5,0,1,4,1,-0.09090909090909091,dovish,3,0,1,1,-0.09090909090909091,dovish
ecb_stmt_20160121,2016-01-21,ECB,statement,ecb_statements,4,0,0,4,0,0,neutral,2,0,0,0,0,neutral
ecb_stmt_20160310,2016-03-10,ECB,statement,ecb_statements,10,1,4,5,5,-0.2,dovish,7,1,3,4,-0.14285714285714285,dovish
ecb_stmt_20160421,2016-04-21,ECB,statement,ecb_statements,7,1,0,6,1,0.09090909090909091,hawkish,3,0,0,0,0,neutral
ecb_stmt_20160602,2016-06-02,ECB,statement,ecb_statements,7,0,0,7,0,0,neutral,5,0,0,0,0,neutral
ecb_stmt_20160721,2016-07-21,ECB,statement,ecb_statements,6,0,1,5,1,-0.09090909090909091,dovish,4,0,1,1,-0.09090909090909091,dovish
ecb_stmt_20160908,2016-09-08,ECB,statement,ecb_statements,6,0,1,5,1,-0.09090909090909091,dovish,4,0,1,1,-0.09090909090909091,dovish
ecb_stmt_20161020,2016-10-20,ECB,statement,ecb_statements,6,0,1,5,1,-0.09090909090909091,dovish,4,0,1,1,-0.09090909090909091,dovish
ecb_stmt_20161208,2016-12-08,ECB,statement,ecb_statements,10,2,1,7,3,0.07692307692307693,hawkish,7,2,1,3,0.07692307692307693,hawkish
ecb_stmt_20170119,2017-01-19,ECB,statement,ecb_statements,8,1,1,6,2,0,neutral,6,1,1,2,0,neutral
ecb_stmt_20170309,2017-03-09,ECB,statement,ecb_statements,8,1,1,6,2,0,neutral,6,1,1,2,0,neutral
ecb_stmt_20170427,2017-04-27,ECB,statement,ecb_statements,8,1,1,6,2,0,neutral,6,1,1,2,0,neutral
ecb_stmt_20170608,2017-06-08,ECB,statement,ecb_statements,8,1,0,7,1,0.09090909090909091,hawkish,6,1,0,1,0.09090909090909091,hawkish
ecb_stmt_20170720,2017-07-20,ECB,statement,ecb_statements,8,1,0,7,1,0.09090909090909091,hawkish,5,1,0,1,0.09090909090909091,hawkish
ecb_stmt_20170907,2017-09-07,ECB,statement,ecb_statements,8,1,0,7,1,0.09090909090909091,hawkish,5,1,0,1,0.09090909090909091,hawkish
ecb_stmt_20171026,2017-10-26,ECB,statement,ecb_statements,11,3,0,8,3,0.23076923076923078,hawkish,9,3,0,3,0.23076923076923078,hawkish
ecb_stmt_20171214,2017-12-14,ECB,statement,ecb_statements,9,2,0,7,2,0.16666666666666666,hawkish,7,2,0,2,0.16666666666666666,hawkish
ecb_stmt_20180125,2018-01-25,ECB,statement,ecb_statements,9,2,0,7,2,0.16666666666666666,hawkish,7,2,0,2,0.16666666666666666,hawkish
ecb_stmt_20180308,2018-03-08,ECB,statement,ecb_statements,8,1,0,7,1,0.09090909090909091,hawkish,6,1,0,1,0.09090909090909091,hawkish
